template,count
[#6:1]1:[#6:2]:[#7:5]:[#7:4]:[#7:3]:1>>C-O-[#6:1]=[#6:2].[#7:3]=[#7;+1:4]=[#7;-1:5],9
[#6:3]-[#6:5](-[#6:4]-[#6:6])-[#7:7]-[#6:8]-[#6:9]-[#7:10]1:[#6:1]:[#6:2]:[#7:12]:[#7:11]:1>>[#6:1]#[#6:2].[#6:3]-[#6:4]-[#6:5](-[#6:6])-[#7:7]-[#6:8]-[#6:9]-[#7:10]=[#7;+1:11]=[#7;-1:12],9
[#6:3]-[#6:1]1:[#6:2]:[#7:4]:[#7:5]:[#7:6]:1>>F-[B-](-F)(-F)-[#6:1]#[#6:2].I-[#6:3].[#7:4]=[#7;+1:5]=[#7;-1:6],9
[#6:1]-[#16:2]-[#6:3]1:[#6:4]:[#7:7]:[#7:6]:[#7:5]:1>>Br-[Mg]-[#6:1].N#C-[#16:2]-[#6:3]#[#6:4].[#7:5]=[#7;+1:6]=[#7;-1:7],9
[#6:1]1:[#6:2]:[#7:5](-[#6:6]-[#6:7]2:[#6:8]:[#6:9]:[#6:10]:[#6:11]:[#6:12]:2):[#7:4]:[#7:3]:1>>[#6:1]#[#6:2].[#7;-1:3]=[#7;+1:4]=[#7:5]-[#6:6]=[#6:7]1-[#6:8]=[#6:9]-[#6:10]=[#6:11]-[#6:12]-1,9
[#6:4]1:[#7:1]:[#7:2]:[#6:3]:[#7:5]:1>>C-c1:c:c:c(-S(=O)(=O)-[#7:1]-[#7:2]=[#6:3]):c:c:1.[#6:4]:[#7:5],9
[#6:5](-[#6:4]-[#6:3]-[#6:2]1:[#6:1]:[#7:13]:[#7:12]:[#7:11]:1)-[#6:6]1:[#6:7]:[#7:10]:[#7:9]:[#7:8]:1>>[#6:1]#[#6:2]-[#6:3]-[#6:4]-[#6:5]-[#6:6]#[#6:7].[#7:8]=[#7;+1:9]=[#7;-1:10].[#7:11]=[#7;+1:12]=[#7;-1:13],9
[#7:6]-[#6:2]1=[#6:3]-[#6:4]-[#8:5]-[#6:1]-1>>C-O-[#6:1]-[#6:2]#[#6:3].[#6:4]=[#8:5].[#7:6],8
[#6:3]1-[#6:2]=[#6:1]-[#6:5]-[#7:4]-1>>[#6:1]#[#6:2].[#6:3]=[#7:4].[#6:5]=[N+]=[N-],8
[#6:2]=[#6:1]-[#6:3]1:[#6:4]:[#7:5]:[#7:6]:[#7:7]:1>>[#6:1]=[#6:2]-[#6:3]#[#6:4].[#7:5]=[#7;+1:6]=[#7;-1:7],8
