template,count
[C:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>Br-[CH2;D2;+0:1]-[C:2].[Mg+]-[c;H0;D3;+0:3](:[c:4]):[c:5],23
[c:5]:[c;H0;D3;+0:4](:[c:6])-[CH;D3;+0:1]1-[C:2]-[C:3]-1>>Br-[Mg]-[CH;D3;+0:1]1-[C:2]-[C:3]-1.Br-[c;H0;D3;+0:4](:[c:5]):[c:6],23
[C;D1;H3:5]-[CH;D3;+0:4](-[C;D1;H3:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].Cl-[Mg]-[CH;D3;+0:4](-[C;D1;H3:5])-[C;D1;H3:6],23
[#7;a:5]:[c;H0;D3;+0:4](:[c:6])-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3]>>Cl-[Mg]-[CH;D3;+0:1](-[C;D1;H3:2])-[C;D1;H3:3].Cl-[c;H0;D3;+0:4](:[#7;a:5]):[c:6],22
[O;D1;H0:2]=[C;H0;D3;+0:1](-[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3].[Mg+]-[c;H0;D3;+0:4](:[c:5]):[c:6],22
[C:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>Br-[CH2;D2;+0:1]-[C:2].Cl-[Mg]-[c;H0;D3;+0:3](:[c:4]):[c:5],22
[C;D1;H2:2]=[CH;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>Br-[Mg]-[CH;D2;+0:1]=[C;D1;H2:2].Br-[c;H0;D3;+0:3](:[c:4]):[c:5],21
[#8:4]-[C:3](=[O;D1;H0:5])-[CH;D3;+0:1](-[C;D1;H3:2])-[CH;D2;+0:6]=[C:7]>>Br-[CH;D3;+0:1](-[C;D1;H3:2])-[C:3](-[#8:4])=[O;D1;H0:5].Br-[Mg]-[CH;D2;+0:6]=[C:7],21
[C:2]-[CH2;D2;+0:1]-[c;H0;D3;+0:3]1:[c:4]:[c:5]:[#16;a:6]:[c:7]:1>>Br-[Mg]-[CH2;D2;+0:1]-[C:2].Br-[c;H0;D3;+0:3]1:[c:4]:[c:5]:[#16;a:6]:[c:7]:1,21
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[Mg]-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].Br-[c;H0;D3;+0:4](:[c:5]):[c:6],21
[CH3;D1;+0:1]-[c;H0;D3;+0:2](:[c:3]):[c:4]>>Br-[Mg]-[CH3;D1;+0:1].Br-[c;H0;D3;+0:2](:[c:3]):[c:4],20
[c:2]:[c;H0;D3;+0:1](:[c:3])-[CH;D3;+0:4]1-[C:5]-[#7:6]-[C:7]-1>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].I-[CH;D3;+0:4]1-[C:5]-[#7:6]-[C:7]-1,20
[C:4]-[CH2;D2;+0:3]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].Br-[Mg]-[CH2;D2;+0:3]-[C:4],20
[C:2]-[C;H0;D3;+0:1](-[CH3;D1;+0:6])=[C:3]-[C:4]=[O;D1;H0:5]>>Br-[C;H0;D3;+0:1](-[C:2])=[C:3]-[C:4]=[O;D1;H0:5].Br-[Mg]-[CH3;D1;+0:6],20
[C;D1;H3:2]-[CH2;D2;+0:1]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[c:5]>>Br-[Mg]-[CH2;D2;+0:1]-[C;D1;H3:2].Cl-[C;H0;D3;+0:3](=[O;D1;H0:4])-[c:5],20
[C;D1;H2:4]=[C:3]-[C:2]-[CH2;D2;+0:1]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[c:7]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2]-[C:3]=[C;D1;H2:4].Cl-[C;H0;D3;+0:5](=[O;D1;H0:6])-[c:7],20
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].Br-[c;H0;D3;+0:4](:[c:5]):[c:6],20
[C:2]-[CH2;D2;+0:1]-[CH2;D2;+0:3]-[C:4]=[C;D1;H2:5]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2].Cl-[CH2;D2;+0:3]-[C:4]=[C;D1;H2:5],19
[C:4]-[CH2;D2;+0:3]-[CH2;D2;+0:1]-[C:2]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2].I-[CH2;D2;+0:3]-[C:4],19
[C:2]-[C;H0;D3;+0:1](-[CH3;D1;+0:4])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C:2])=[O;D1;H0:3].I-[Mg]-[CH3;D1;+0:4],19
[#8:7]-[C@H;D3;+0:6](-[C:8])-[C@@H;D3;+0:4](-[C:5])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].I-[CH;D3;+0:4](-[C:5])-[CH;D3;+0:6](-[#8:7])-[C:8],19
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[C;H0;D4;+0:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].Cl-[Mg]-[C;H0;D4;+0:4](-[C;D1;H3:5])(-[C;D1;H3:6])-[C;D1;H3:7],19
[C:6]-[C;H0;D3;+0:5](=[O;D1;H0:7])-[CH2;D2;+0:1]-[C:2]-[C:3]=[C;D1;H2:4]>>Br-[Mg]-[CH2;D2;+0:1]-[C:2]-[C:3]=[C;D1;H2:4].Cl-[C;H0;D3;+0:5](-[C:6])=[O;D1;H0:7],19
[#8:4]-[#16:5]-[OH;D1;+0:6].[C:8]-[CH2;D2;+0:7]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[Mg]-[c;H0;D3;+0:1](:[c:2]):[c:3].[#8:4]-[#16:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:7]-[C:8],19
[#8:2]-[CH;D3;+0:1](-[C:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>Br-[CH;D3;+0:1](-[#8:2])-[C:3].Br-[Mg]-[c;H0;D3;+0:4](:[c:5]):[c:6],19
[C:2]-[C;H0;D4;+0:1](-[F;D1;H0:3])(-[F;D1;H0:4])-[c;H0;D3;+0:5](:[c:6]):[c:7]>>Br-[C;H0;D4;+0:1](-[C:2])(-[F;D1;H0:3])-[F;D1;H0:4].Br-[Mg]-[c;H0;D3;+0:5](:[c:6]):[c:7],19
