template,count
[C;D1;H2:2]=[CH;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>C-[Si](-C)(-C)-[CH;D2;+0:1]=[C;D1;H2:2].I-[c;H0;D3;+0:3](:[c:4]):[c:5],12
[c:5]:[c;H0;D3;+0:4](:[c:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].F-[Si](-F)(-F)-[c;H0;D3;+0:4](:[c:5]):[c:6],12
[C:5]-[C@@H;D3;+0:4](-[C:6]=[C:7])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[CH;D3;+0:4](-[C:5])-[C:6]=[C:7],11
[#7:4]-[C:5]=[C;H0;D3;+0:6](-[C:7]=[O;D1;H0:8])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-C-O-[Si](-O-C-C)(-O-C-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].[#7:4]-[C:5]=[CH;D2;+0:6]-[C:7]=[O;D1;H0:8],11
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-C-O-[Si](-O-C-C)(-O-C-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].C-N(-C)-C(=O)-O-[c;H0;D3;+0:4](:[c:5]):[c:6],11
[c:2]:[c;H0;D3;+0:1](:[c:3])-[CH2;D2;+0:4]-[c:5]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[CH2;D2;+0:4]-[c:5],11
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-S(=O)(=O)-[c;H0;D3;+0:4](:[c:5]):[c:6],11
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-[Si](-C)(-[c;H0;D3;+0:1](:[c:2]):[c:3])-c1:c:c:c:c:c:1-C-O.I-[c;H0;D3;+0:4](:[c:5]):[c:6],11
[C;D1;H2:5]=[CH;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-[Si](-C)(-C=C)-O-[Si](-C)(-C)-[CH;D2;+0:4]=[C;D1;H2:5],11
[c:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4](:[c:5]):[c:6]>>C-C-O-[Si](-O-C-C)(-O-C-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].O=S(-[O-])-[c;H0;D3;+0:4](:[c:5]):[c:6],11
[C;D1;H2:5]=[CH;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3].C-C-O-[Si](-O-C-C)(-O-C-C)-[CH;D2;+0:4]=[C;D1;H2:5],11
[C:4]#[C:3]-[C:2]#[C;H0;D2;+0:1]-[c;H0;D3;+0:5](:[c:6]):[c:7]>>C-[Si](-C)(-C)-[C;H0;D2;+0:1]#[C:2]-[C:3]#[C:4].I-[c;H0;D3;+0:5](:[c:6]):[c:7],11
[C:2]#[C;H0;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>C-[Si](-C)(-O)-[C;H0;D2;+0:1]#[C:2].I-[c;H0;D3;+0:3](:[c:4]):[c:5],11
[C;D1;H2:2]=[CH;D2;+0:1]-[c;H0;D3;+0:3](:[c:4]):[c:5]>>C=C-[Si](-C=C)(-C=C)-[CH;D2;+0:1]=[C;D1;H2:2].I-[c;H0;D3;+0:3](:[c:4]):[c:5],10
[C:5]=[C;H0;D3;+0:4](-[F;D1;H0:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].F-[C;H0;D3;+0:4](=[C:5])-[F;D1;H0:6],10
[#7;a:5]:[c;H0;D3;+0:4](:[#7;a:6])-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-O-[Si](-O-C)(-O-C)-[c;H0;D3;+0:1](:[c:2]):[c:3].Cl-[c;H0;D3;+0:4](:[#7;a:5]):[#7;a:6],10
