template,count
[C;D1;H3:1]-[CH;D3;+0:2].[C:14]-[CH;D3;+0:15]1-[C:16]-[C:17]-[C@H;D3;+0:18]2-[C;H0;D3;+0:19](=[O;H0;D1;+0:4])-[C;H0;D3;+0:12](-[c:13])=[C;H0;D3;+0:11](-[C:9](=[O;D1;H0:10])-[#7:8]-[C:7]-[C;H0;D3;+0:5]=[O;D1;H0:6])-[C@H;D3;+0:3]-2-1>>[C;D1;H3:1]-[CH;D3;+0:2](-[CH3;D1;+0:3])-[O;H0;D2;+0:4]-[C;H0;D3;+0:5](=[O;D1;H0:6])-[C:7]-[#7:8]-[C:9](=[O;D1;H0:10])-[C;H0;D2;+0:11]#[C;H0;D2;+0:12]-[c:13].[C:14]-[CH;D3;+0:15]1-[C:16]-[C:17]-[CH;D2;+0:18]=[CH;D2;+0:19]-1,4
[C:1]-[C;H0;D3;+0:2]=[C;H0;D3;+0:3](-[C:4])/[C;H0;D3;+0:6](=[C:5])-[CH2;D2;+0:7]>>[C:1]-[C;H0;D2;+0:2]#[C;H0;D2;+0:3]-[C:4].[C:5]=[C;H0;D2;+0:6]=[CH2;D1;+0:7],4
[C:3]-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[C;D1;H3:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH2;D2;+0:9]-[C;H0;D3;+0:8]-1=[C:7]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[C;D1;H3:6].[C:7]=[C;H0;D2;+0:8]=[CH2;D1;+0:9],4
[C:5]-[C;H0;D3;+0:6]1=[CH;D2;+0:7]-[CH2;D2;+0:3]-[CH2;D2;+0:4]-[C;H0;D3;+0:1]-1=[O;D1;H0:2]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[CH2;D1;+0:3]=[CH2;D1;+0:4].[C:5]-[C;H0;D2;+0:6]#[CH;D1;+0:7],4
[O;D1;H0:7]=[C;H0;D3;+0:8]1-[CH2;D2;+0:9]-[CH;D3;+0:10]2-[CH2;D2;+0:3]-[#8:2]-[CH2;D2;+0:1]-[C;H0;D3;+0:4]-2=[C;H0;D3;+0:5]-1-[c:6]>>C=C-[CH2;D2;+0:1]-[#8:2]-[CH2;D2;+0:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[c:6].[O;D1;H0:7]=[CH;D2;+0:8]-[CH;D2;+0:9]=[CH;D2;+0:10]-c1:c:c:c:c:c:1,4
[C:3]-[C;H0;D3;+0:4]1=[C;H0;D3;+0:5](-[#14:6](-[C;D1;H3:7])(-[C;D1;H3:8])-[C;D1;H3:9])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH;D3;+0:12](-[#8:13]-[C:14]=[O;D1;H0:15])-[C;H0;D3;+0:11]-1=[C:10]>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[C;H0;D2;+0:4]#[C;H0;D2;+0:5]-[#14:6](-[C;D1;H3:7])(-[C;D1;H3:8])-[C;D1;H3:9].[C:10]=[C;H0;D2;+0:11]=[CH;D2;+0:12]-[#8:13]-[C:14]=[O;D1;H0:15],4
[C;D1;H3:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:16](=[O;H0;D1;+0:14])-[C;H0;D4;+0:5]1(-[C;H0;D3;+0:3]=[O;D1;H0:4])-[C:6]-[C;H0;D3;+0:7]2=[CH;D2;+0:8]-[C;H0;D3;+0:13](=[O;H0;D1;+0:15])-[CH2;D2;+0:11]-[C;H0;D4;+0:10]-2(-[c:12])-[C:9]-1>>[C;D1;H3:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:3](=[O;D1;H0:4])-[C;H0;D4;+0:5](-[C:6]-[C;H0;D2;+0:7]#[CH;D1;+0:8])(-[C:9]-[C;H0;D3;+0:10](=[CH2;D1;+0:11])-[c:12])-[C;H0;D3;+0:13](=[O;H0;D1;+0:14])-[O;H0;D2;+0:15]-[CH3;D1;+0:16],4
[C;D1;H3:1]-[c;H0;D3;+0:2]1:[c:5]:[c;H0;D3;+0:6](:[c:7]):[cH;D2;+0:11]:[c;H0;D3;+0:4]2:[c;H0;D3;+0:3]:1-[CH2;D2;+0:8]-[C;H0;D3;+0:9](=[O;H0;D1;+0:12])-[NH;D2;+0:10]-2>>[C;D1;H3:1]-[C;H0;D3;+0:2](=[C;H0;D2;+0:3]=[CH2;D1;+0:4])-[c:5]:[c;H0;D3;+0:6](:[c:7])-[CH2;D2;+0:8]-[C;H0;D2;+0:9]#[N;H0;D1;+0:10].[C;H0;D1;+0:11]=[O;H0;D1;+0:12],4
[C:10]-[C;H0;D3;+0:11]1=[CH;D2;+0:12]-[CH2;D2;+0:9]-[C@H;D3;+0:8](-[S@@;H0;D3;+0:6](=[O;D1;H0:7])-[c:5]:[c:4]-[N;H0;D3;+0:2]-[C;D1;H3:1])-[C;H0;D3;+0:3]-1>>[C;D1;H3:1]-[N;H0;D3;+0:2](-[CH3;D1;+0:3])-[c:4]:[c:5]-[S;H0;D3;+0:6](=[O;D1;H0:7])-[CH;D2;+0:8]=[CH2;D1;+0:9].[C:10]-[C;H0;D2;+0:11]#[CH;D1;+0:12],4
[C:3]-[N;H0;D3;+0:4]1-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH;D3;+0:11](-[C:12])-[c;H0;D3;+0:10]2:[cH;D2;+0:9]:[c:8]:[c:7]:[n;H0;D2;+0:6]:[c;H0;D3;+0:5]:2-1>>[C;H0;D1;+0:1]=[O;D1;H0:2].[C:3]-[N;H0;D2;+0:4]=[C;H0;D2;+0:5]=[N;H0;D2;+0:6]-[c:7]:[c:8]-[CH2;D2;+0:9]-[C;H0;D2;+0:10]#[C;H0;D2;+0:11]-[C:12],4
